datasets\waterDataSet\imgAug\499.jpeg datasets\waterDataSet\labelAug\499.png datasets\waterDataSet\edge\499.png
datasets\waterDataSet\imgAug\2078.jpeg datasets\waterDataSet\labelAug\2078.png datasets\waterDataSet\edge\2078.png
datasets\waterDataSet\imgAug\4184.jpeg datasets\waterDataSet\labelAug\4184.png datasets\waterDataSet\edge\4184.png
datasets\waterDataSet\imgAug\2504.jpeg datasets\waterDataSet\labelAug\2504.png datasets\waterDataSet\edge\2504.png
datasets\waterDataSet\imgAug\4944.jpeg datasets\waterDataSet\labelAug\4944.png datasets\waterDataSet\edge\4944.png
datasets\waterDataSet\imgAug\4368.jpeg datasets\waterDataSet\labelAug\4368.png datasets\waterDataSet\edge\4368.png
datasets\waterDataSet\imgAug\4975.jpeg datasets\waterDataSet\labelAug\4975.png datasets\waterDataSet\edge\4975.png
datasets\waterDataSet\imgAug\1848.jpeg datasets\waterDataSet\labelAug\1848.png datasets\waterDataSet\edge\1848.png
datasets\waterDataSet\imgAug\3099.jpeg datasets\waterDataSet\labelAug\3099.png datasets\waterDataSet\edge\3099.png
datasets\waterDataSet\imgAug\2382.jpeg datasets\waterDataSet\labelAug\2382.png datasets\waterDataSet\edge\2382.png
datasets\waterDataSet\imgAug\2191.jpeg datasets\waterDataSet\labelAug\2191.png datasets\waterDataSet\edge\2191.png
datasets\waterDataSet\imgAug\1687.jpeg datasets\waterDataSet\labelAug\1687.png datasets\waterDataSet\edge\1687.png
datasets\waterDataSet\imgAug\3394.jpeg datasets\waterDataSet\labelAug\3394.png datasets\waterDataSet\edge\3394.png
datasets\waterDataSet\imgAug\2487.jpeg datasets\waterDataSet\labelAug\2487.png datasets\waterDataSet\edge\2487.png
datasets\waterDataSet\imgAug\4108.jpeg datasets\waterDataSet\labelAug\4108.png datasets\waterDataSet\edge\4108.png
datasets\waterDataSet\imgAug\1072.jpeg datasets\waterDataSet\labelAug\1072.png datasets\waterDataSet\edge\1072.png
datasets\waterDataSet\imgAug\547.jpeg datasets\waterDataSet\labelAug\547.png datasets\waterDataSet\edge\547.png
datasets\waterDataSet\imgAug\3533.jpeg datasets\waterDataSet\labelAug\3533.png datasets\waterDataSet\edge\3533.png
datasets\waterDataSet\imgAug\4654.jpeg datasets\waterDataSet\labelAug\4654.png datasets\waterDataSet\edge\4654.png
datasets\waterDataSet\imgAug\911.jpeg datasets\waterDataSet\labelAug\911.png datasets\waterDataSet\edge\911.png
datasets\waterDataSet\imgAug\2728.jpeg datasets\waterDataSet\labelAug\2728.png datasets\waterDataSet\edge\2728.png
datasets\waterDataSet\imgAug\4899.jpeg datasets\waterDataSet\labelAug\4899.png datasets\waterDataSet\edge\4899.png
datasets\waterDataSet\imgAug\4905.jpeg datasets\waterDataSet\labelAug\4905.png datasets\waterDataSet\edge\4905.png
datasets\waterDataSet\imgAug\4607.jpeg datasets\waterDataSet\labelAug\4607.png datasets\waterDataSet\edge\4607.png
datasets\waterDataSet\imgAug\2698.jpeg datasets\waterDataSet\labelAug\2698.png datasets\waterDataSet\edge\2698.png
datasets\waterDataSet\imgAug\62.jpeg datasets\waterDataSet\labelAug\62.png datasets\waterDataSet\edge\62.png
datasets\waterDataSet\imgAug\3639.jpeg datasets\waterDataSet\labelAug\3639.png datasets\waterDataSet\edge\3639.png
datasets\waterDataSet\imgAug\776.jpeg datasets\waterDataSet\labelAug\776.png datasets\waterDataSet\edge\776.png
datasets\waterDataSet\imgAug\1591.jpeg datasets\waterDataSet\labelAug\1591.png datasets\waterDataSet\edge\1591.png
datasets\waterDataSet\imgAug\701.jpeg datasets\waterDataSet\labelAug\701.png datasets\waterDataSet\edge\701.png
datasets\waterDataSet\imgAug\1174.jpeg datasets\waterDataSet\labelAug\1174.png datasets\waterDataSet\edge\1174.png
datasets\waterDataSet\imgAug\3807.jpeg datasets\waterDataSet\labelAug\3807.png datasets\waterDataSet\edge\3807.png
datasets\waterDataSet\imgAug\759.jpeg datasets\waterDataSet\labelAug\759.png datasets\waterDataSet\edge\759.png
datasets\waterDataSet\imgAug\1159.jpeg datasets\waterDataSet\labelAug\1159.png datasets\waterDataSet\edge\1159.png
datasets\waterDataSet\imgAug\4007.jpeg datasets\waterDataSet\labelAug\4007.png datasets\waterDataSet\edge\4007.png
datasets\waterDataSet\imgAug\439.jpeg datasets\waterDataSet\labelAug\439.png datasets\waterDataSet\edge\439.png
datasets\waterDataSet\imgAug\1708.jpeg datasets\waterDataSet\labelAug\1708.png datasets\waterDataSet\edge\1708.png
datasets\waterDataSet\imgAug\3118.jpeg datasets\waterDataSet\labelAug\3118.png datasets\waterDataSet\edge\3118.png
datasets\waterDataSet\imgAug\3019.jpeg datasets\waterDataSet\labelAug\3019.png datasets\waterDataSet\edge\3019.png
datasets\waterDataSet\imgAug\3559.jpeg datasets\waterDataSet\labelAug\3559.png datasets\waterDataSet\edge\3559.png
datasets\waterDataSet\imgAug\369.jpeg datasets\waterDataSet\labelAug\369.png datasets\waterDataSet\edge\369.png
datasets\waterDataSet\imgAug\420.jpeg datasets\waterDataSet\labelAug\420.png datasets\waterDataSet\edge\420.png
datasets\waterDataSet\imgAug\2855.jpeg datasets\waterDataSet\labelAug\2855.png datasets\waterDataSet\edge\2855.png
datasets\waterDataSet\imgAug\326.jpeg datasets\waterDataSet\labelAug\326.png datasets\waterDataSet\edge\326.png
datasets\waterDataSet\imgAug\4574.jpeg datasets\waterDataSet\labelAug\4574.png datasets\waterDataSet\edge\4574.png
datasets\waterDataSet\imgAug\750.jpeg datasets\waterDataSet\labelAug\750.png datasets\waterDataSet\edge\750.png
datasets\waterDataSet\imgAug\3876.jpeg datasets\waterDataSet\labelAug\3876.png datasets\waterDataSet\edge\3876.png
datasets\waterDataSet\imgAug\231.jpeg datasets\waterDataSet\labelAug\231.png datasets\waterDataSet\edge\231.png
datasets\waterDataSet\imgAug\2475.jpeg datasets\waterDataSet\labelAug\2475.png datasets\waterDataSet\edge\2475.png
datasets\waterDataSet\imgAug\1597.jpeg datasets\waterDataSet\labelAug\1597.png datasets\waterDataSet\edge\1597.png
datasets\waterDataSet\imgAug\3257.jpeg datasets\waterDataSet\labelAug\3257.png datasets\waterDataSet\edge\3257.png
datasets\waterDataSet\imgAug\1638.jpeg datasets\waterDataSet\labelAug\1638.png datasets\waterDataSet\edge\1638.png
datasets\waterDataSet\imgAug\4680.jpeg datasets\waterDataSet\labelAug\4680.png datasets\waterDataSet\edge\4680.png
datasets\waterDataSet\imgAug\1213.jpeg datasets\waterDataSet\labelAug\1213.png datasets\waterDataSet\edge\1213.png
datasets\waterDataSet\imgAug\1219.jpeg datasets\waterDataSet\labelAug\1219.png datasets\waterDataSet\edge\1219.png
datasets\waterDataSet\imgAug\1469.jpeg datasets\waterDataSet\labelAug\1469.png datasets\waterDataSet\edge\1469.png
datasets\waterDataSet\imgAug\4104.jpeg datasets\waterDataSet\labelAug\4104.png datasets\waterDataSet\edge\4104.png
datasets\waterDataSet\imgAug\3035.jpeg datasets\waterDataSet\labelAug\3035.png datasets\waterDataSet\edge\3035.png
datasets\waterDataSet\imgAug\5075.jpeg datasets\waterDataSet\labelAug\5075.png datasets\waterDataSet\edge\5075.png
datasets\waterDataSet\imgAug\4925.jpeg datasets\waterDataSet\labelAug\4925.png datasets\waterDataSet\edge\4925.png
datasets\waterDataSet\imgAug\3443.jpeg datasets\waterDataSet\labelAug\3443.png datasets\waterDataSet\edge\3443.png
datasets\waterDataSet\imgAug\2782.jpeg datasets\waterDataSet\labelAug\2782.png datasets\waterDataSet\edge\2782.png
datasets\waterDataSet\imgAug\4352.jpeg datasets\waterDataSet\labelAug\4352.png datasets\waterDataSet\edge\4352.png
datasets\waterDataSet\imgAug\3029.jpeg datasets\waterDataSet\labelAug\3029.png datasets\waterDataSet\edge\3029.png
datasets\waterDataSet\imgAug\1664.jpeg datasets\waterDataSet\labelAug\1664.png datasets\waterDataSet\edge\1664.png
datasets\waterDataSet\imgAug\1297.jpeg datasets\waterDataSet\labelAug\1297.png datasets\waterDataSet\edge\1297.png
datasets\waterDataSet\imgAug\556.jpeg datasets\waterDataSet\labelAug\556.png datasets\waterDataSet\edge\556.png
datasets\waterDataSet\imgAug\912.jpeg datasets\waterDataSet\labelAug\912.png datasets\waterDataSet\edge\912.png
datasets\waterDataSet\imgAug\4951.jpeg datasets\waterDataSet\labelAug\4951.png datasets\waterDataSet\edge\4951.png
datasets\waterDataSet\imgAug\4224.jpeg datasets\waterDataSet\labelAug\4224.png datasets\waterDataSet\edge\4224.png
datasets\waterDataSet\imgAug\4220.jpeg datasets\waterDataSet\labelAug\4220.png datasets\waterDataSet\edge\4220.png
datasets\waterDataSet\imgAug\1015.jpeg datasets\waterDataSet\labelAug\1015.png datasets\waterDataSet\edge\1015.png
datasets\waterDataSet\imgAug\2010.jpeg datasets\waterDataSet\labelAug\2010.png datasets\waterDataSet\edge\2010.png
datasets\waterDataSet\imgAug\1781.jpeg datasets\waterDataSet\labelAug\1781.png datasets\waterDataSet\edge\1781.png
datasets\waterDataSet\imgAug\2600.jpeg datasets\waterDataSet\labelAug\2600.png datasets\waterDataSet\edge\2600.png
datasets\waterDataSet\imgAug\417.jpeg datasets\waterDataSet\labelAug\417.png datasets\waterDataSet\edge\417.png
datasets\waterDataSet\imgAug\3172.jpeg datasets\waterDataSet\labelAug\3172.png datasets\waterDataSet\edge\3172.png
datasets\waterDataSet\imgAug\528.jpeg datasets\waterDataSet\labelAug\528.png datasets\waterDataSet\edge\528.png
datasets\waterDataSet\imgAug\1567.jpeg datasets\waterDataSet\labelAug\1567.png datasets\waterDataSet\edge\1567.png
datasets\waterDataSet\imgAug\1423.jpeg datasets\waterDataSet\labelAug\1423.png datasets\waterDataSet\edge\1423.png
datasets\waterDataSet\imgAug\1387.jpeg datasets\waterDataSet\labelAug\1387.png datasets\waterDataSet\edge\1387.png
datasets\waterDataSet\imgAug\3502.jpeg datasets\waterDataSet\labelAug\3502.png datasets\waterDataSet\edge\3502.png
datasets\waterDataSet\imgAug\1986.jpeg datasets\waterDataSet\labelAug\1986.png datasets\waterDataSet\edge\1986.png
datasets\waterDataSet\imgAug\653.jpeg datasets\waterDataSet\labelAug\653.png datasets\waterDataSet\edge\653.png
datasets\waterDataSet\imgAug\673.jpeg datasets\waterDataSet\labelAug\673.png datasets\waterDataSet\edge\673.png
datasets\waterDataSet\imgAug\4804.jpeg datasets\waterDataSet\labelAug\4804.png datasets\waterDataSet\edge\4804.png
datasets\waterDataSet\imgAug\3940.jpeg datasets\waterDataSet\labelAug\3940.png datasets\waterDataSet\edge\3940.png
datasets\waterDataSet\imgAug\3317.jpeg datasets\waterDataSet\labelAug\3317.png datasets\waterDataSet\edge\3317.png
datasets\waterDataSet\imgAug\933.jpeg datasets\waterDataSet\labelAug\933.png datasets\waterDataSet\edge\933.png
datasets\waterDataSet\imgAug\3585.jpeg datasets\waterDataSet\labelAug\3585.png datasets\waterDataSet\edge\3585.png
datasets\waterDataSet\imgAug\4268.jpeg datasets\waterDataSet\labelAug\4268.png datasets\waterDataSet\edge\4268.png
datasets\waterDataSet\imgAug\647.jpeg datasets\waterDataSet\labelAug\647.png datasets\waterDataSet\edge\647.png
datasets\waterDataSet\imgAug\1040.jpeg datasets\waterDataSet\labelAug\1040.png datasets\waterDataSet\edge\1040.png
datasets\waterDataSet\imgAug\1390.jpeg datasets\waterDataSet\labelAug\1390.png datasets\waterDataSet\edge\1390.png
datasets\waterDataSet\imgAug\1701.jpeg datasets\waterDataSet\labelAug\1701.png datasets\waterDataSet\edge\1701.png
datasets\waterDataSet\imgAug\4846.jpeg datasets\waterDataSet\labelAug\4846.png datasets\waterDataSet\edge\4846.png
datasets\waterDataSet\imgAug\2145.jpeg datasets\waterDataSet\labelAug\2145.png datasets\waterDataSet\edge\2145.png
datasets\waterDataSet\imgAug\3285.jpeg datasets\waterDataSet\labelAug\3285.png datasets\waterDataSet\edge\3285.png
datasets\waterDataSet\imgAug\208.jpeg datasets\waterDataSet\labelAug\208.png datasets\waterDataSet\edge\208.png
datasets\waterDataSet\imgAug\621.jpeg datasets\waterDataSet\labelAug\621.png datasets\waterDataSet\edge\621.png
datasets\waterDataSet\imgAug\1433.jpeg datasets\waterDataSet\labelAug\1433.png datasets\waterDataSet\edge\1433.png
datasets\waterDataSet\imgAug\4429.jpeg datasets\waterDataSet\labelAug\4429.png datasets\waterDataSet\edge\4429.png
datasets\waterDataSet\imgAug\1424.jpeg datasets\waterDataSet\labelAug\1424.png datasets\waterDataSet\edge\1424.png
datasets\waterDataSet\imgAug\4895.jpeg datasets\waterDataSet\labelAug\4895.png datasets\waterDataSet\edge\4895.png
datasets\waterDataSet\imgAug\3692.jpeg datasets\waterDataSet\labelAug\3692.png datasets\waterDataSet\edge\3692.png
datasets\waterDataSet\imgAug\325.jpeg datasets\waterDataSet\labelAug\325.png datasets\waterDataSet\edge\325.png
datasets\waterDataSet\imgAug\2896.jpeg datasets\waterDataSet\labelAug\2896.png datasets\waterDataSet\edge\2896.png
datasets\waterDataSet\imgAug\3995.jpeg datasets\waterDataSet\labelAug\3995.png datasets\waterDataSet\edge\3995.png
datasets\waterDataSet\imgAug\2801.jpeg datasets\waterDataSet\labelAug\2801.png datasets\waterDataSet\edge\2801.png
datasets\waterDataSet\imgAug\3110.jpeg datasets\waterDataSet\labelAug\3110.png datasets\waterDataSet\edge\3110.png
datasets\waterDataSet\imgAug\568.jpeg datasets\waterDataSet\labelAug\568.png datasets\waterDataSet\edge\568.png
datasets\waterDataSet\imgAug\1734.jpeg datasets\waterDataSet\labelAug\1734.png datasets\waterDataSet\edge\1734.png
datasets\waterDataSet\imgAug\1855.jpeg datasets\waterDataSet\labelAug\1855.png datasets\waterDataSet\edge\1855.png
datasets\waterDataSet\imgAug\1329.jpeg datasets\waterDataSet\labelAug\1329.png datasets\waterDataSet\edge\1329.png
datasets\waterDataSet\imgAug\4466.jpeg datasets\waterDataSet\labelAug\4466.png datasets\waterDataSet\edge\4466.png
datasets\waterDataSet\imgAug\4997.jpeg datasets\waterDataSet\labelAug\4997.png datasets\waterDataSet\edge\4997.png
datasets\waterDataSet\imgAug\4632.jpeg datasets\waterDataSet\labelAug\4632.png datasets\waterDataSet\edge\4632.png
datasets\waterDataSet\imgAug\168.jpeg datasets\waterDataSet\labelAug\168.png datasets\waterDataSet\edge\168.png
datasets\waterDataSet\imgAug\375.jpeg datasets\waterDataSet\labelAug\375.png datasets\waterDataSet\edge\375.png
datasets\waterDataSet\imgAug\5024.jpeg datasets\waterDataSet\labelAug\5024.png datasets\waterDataSet\edge\5024.png
datasets\waterDataSet\imgAug\4545.jpeg datasets\waterDataSet\labelAug\4545.png datasets\waterDataSet\edge\4545.png
datasets\waterDataSet\imgAug\4663.jpeg datasets\waterDataSet\labelAug\4663.png datasets\waterDataSet\edge\4663.png
datasets\waterDataSet\imgAug\684.jpeg datasets\waterDataSet\labelAug\684.png datasets\waterDataSet\edge\684.png
datasets\waterDataSet\imgAug\320.jpeg datasets\waterDataSet\labelAug\320.png datasets\waterDataSet\edge\320.png
datasets\waterDataSet\imgAug\3520.jpeg datasets\waterDataSet\labelAug\3520.png datasets\waterDataSet\edge\3520.png
datasets\waterDataSet\imgAug\461.jpeg datasets\waterDataSet\labelAug\461.png datasets\waterDataSet\edge\461.png
datasets\waterDataSet\imgAug\4410.jpeg datasets\waterDataSet\labelAug\4410.png datasets\waterDataSet\edge\4410.png
datasets\waterDataSet\imgAug\2087.jpeg datasets\waterDataSet\labelAug\2087.png datasets\waterDataSet\edge\2087.png
datasets\waterDataSet\imgAug\4058.jpeg datasets\waterDataSet\labelAug\4058.png datasets\waterDataSet\edge\4058.png
datasets\waterDataSet\imgAug\4357.jpeg datasets\waterDataSet\labelAug\4357.png datasets\waterDataSet\edge\4357.png
datasets\waterDataSet\imgAug\1112.jpeg datasets\waterDataSet\labelAug\1112.png datasets\waterDataSet\edge\1112.png
datasets\waterDataSet\imgAug\2630.jpeg datasets\waterDataSet\labelAug\2630.png datasets\waterDataSet\edge\2630.png
datasets\waterDataSet\imgAug\2235.jpeg datasets\waterDataSet\labelAug\2235.png datasets\waterDataSet\edge\2235.png
datasets\waterDataSet\imgAug\3840.jpeg datasets\waterDataSet\labelAug\3840.png datasets\waterDataSet\edge\3840.png
datasets\waterDataSet\imgAug\4983.jpeg datasets\waterDataSet\labelAug\4983.png datasets\waterDataSet\edge\4983.png
datasets\waterDataSet\imgAug\3290.jpeg datasets\waterDataSet\labelAug\3290.png datasets\waterDataSet\edge\3290.png
datasets\waterDataSet\imgAug\4089.jpeg datasets\waterDataSet\labelAug\4089.png datasets\waterDataSet\edge\4089.png
datasets\waterDataSet\imgAug\1264.jpeg datasets\waterDataSet\labelAug\1264.png datasets\waterDataSet\edge\1264.png
datasets\waterDataSet\imgAug\2556.jpeg datasets\waterDataSet\labelAug\2556.png datasets\waterDataSet\edge\2556.png
datasets\waterDataSet\imgAug\5003.jpeg datasets\waterDataSet\labelAug\5003.png datasets\waterDataSet\edge\5003.png
datasets\waterDataSet\imgAug\632.jpeg datasets\waterDataSet\labelAug\632.png datasets\waterDataSet\edge\632.png
datasets\waterDataSet\imgAug\569.jpeg datasets\waterDataSet\labelAug\569.png datasets\waterDataSet\edge\569.png
datasets\waterDataSet\imgAug\3026.jpeg datasets\waterDataSet\labelAug\3026.png datasets\waterDataSet\edge\3026.png
datasets\waterDataSet\imgAug\3701.jpeg datasets\waterDataSet\labelAug\3701.png datasets\waterDataSet\edge\3701.png
datasets\waterDataSet\imgAug\1060.jpeg datasets\waterDataSet\labelAug\1060.png datasets\waterDataSet\edge\1060.png
datasets\waterDataSet\imgAug\3047.jpeg datasets\waterDataSet\labelAug\3047.png datasets\waterDataSet\edge\3047.png
datasets\waterDataSet\imgAug\1794.jpeg datasets\waterDataSet\labelAug\1794.png datasets\waterDataSet\edge\1794.png
datasets\waterDataSet\imgAug\517.jpeg datasets\waterDataSet\labelAug\517.png datasets\waterDataSet\edge\517.png
datasets\waterDataSet\imgAug\1164.jpeg datasets\waterDataSet\labelAug\1164.png datasets\waterDataSet\edge\1164.png
datasets\waterDataSet\imgAug\3795.jpeg datasets\waterDataSet\labelAug\3795.png datasets\waterDataSet\edge\3795.png
datasets\waterDataSet\imgAug\2387.jpeg datasets\waterDataSet\labelAug\2387.png datasets\waterDataSet\edge\2387.png
datasets\waterDataSet\imgAug\1075.jpeg datasets\waterDataSet\labelAug\1075.png datasets\waterDataSet\edge\1075.png
datasets\waterDataSet\imgAug\1344.jpeg datasets\waterDataSet\labelAug\1344.png datasets\waterDataSet\edge\1344.png
datasets\waterDataSet\imgAug\2811.jpeg datasets\waterDataSet\labelAug\2811.png datasets\waterDataSet\edge\2811.png
datasets\waterDataSet\imgAug\4675.jpeg datasets\waterDataSet\labelAug\4675.png datasets\waterDataSet\edge\4675.png
datasets\waterDataSet\imgAug\520.jpeg datasets\waterDataSet\labelAug\520.png datasets\waterDataSet\edge\520.png
datasets\waterDataSet\imgAug\4765.jpeg datasets\waterDataSet\labelAug\4765.png datasets\waterDataSet\edge\4765.png
datasets\waterDataSet\imgAug\4648.jpeg datasets\waterDataSet\labelAug\4648.png datasets\waterDataSet\edge\4648.png
datasets\waterDataSet\imgAug\1062.jpeg datasets\waterDataSet\labelAug\1062.png datasets\waterDataSet\edge\1062.png
datasets\waterDataSet\imgAug\5108.jpeg datasets\waterDataSet\labelAug\5108.png datasets\waterDataSet\edge\5108.png
datasets\waterDataSet\imgAug\1460.jpeg datasets\waterDataSet\labelAug\1460.png datasets\waterDataSet\edge\1460.png
datasets\waterDataSet\imgAug\3681.jpeg datasets\waterDataSet\labelAug\3681.png datasets\waterDataSet\edge\3681.png
datasets\waterDataSet\imgAug\1489.jpeg datasets\waterDataSet\labelAug\1489.png datasets\waterDataSet\edge\1489.png
datasets\waterDataSet\imgAug\3564.jpeg datasets\waterDataSet\labelAug\3564.png datasets\waterDataSet\edge\3564.png
datasets\waterDataSet\imgAug\744.jpeg datasets\waterDataSet\labelAug\744.png datasets\waterDataSet\edge\744.png
datasets\waterDataSet\imgAug\2937.jpeg datasets\waterDataSet\labelAug\2937.png datasets\waterDataSet\edge\2937.png
datasets\waterDataSet\imgAug\60.jpeg datasets\waterDataSet\labelAug\60.png datasets\waterDataSet\edge\60.png
datasets\waterDataSet\imgAug\4330.jpeg datasets\waterDataSet\labelAug\4330.png datasets\waterDataSet\edge\4330.png
