datasets\buildings\image\3463.png datasets\buildings\label2_gray\3463.png datasets\buildings\edge\3463.png
datasets\buildings\image\2977.png datasets\buildings\label2_gray\2977.png datasets\buildings\edge\2977.png
datasets\buildings\image\2678.png datasets\buildings\label2_gray\2678.png datasets\buildings\edge\2678.png
datasets\buildings\image\2110.png datasets\buildings\label2_gray\2110.png datasets\buildings\edge\2110.png
datasets\buildings\image\329.png datasets\buildings\label2_gray\329.png datasets\buildings\edge\329.png
datasets\buildings\image\3084.png datasets\buildings\label2_gray\3084.png datasets\buildings\edge\3084.png
datasets\buildings\image\4308.png datasets\buildings\label2_gray\4308.png datasets\buildings\edge\4308.png
datasets\buildings\image\4353.png datasets\buildings\label2_gray\4353.png datasets\buildings\edge\4353.png
datasets\buildings\image\3594.png datasets\buildings\label2_gray\3594.png datasets\buildings\edge\3594.png
datasets\buildings\image\605.png datasets\buildings\label2_gray\605.png datasets\buildings\edge\605.png
datasets\buildings\image\2070.png datasets\buildings\label2_gray\2070.png datasets\buildings\edge\2070.png
datasets\buildings\image\3559.png datasets\buildings\label2_gray\3559.png datasets\buildings\edge\3559.png
datasets\buildings\image\4813.png datasets\buildings\label2_gray\4813.png datasets\buildings\edge\4813.png
datasets\buildings\image\2473.png datasets\buildings\label2_gray\2473.png datasets\buildings\edge\2473.png
datasets\buildings\image\1369.png datasets\buildings\label2_gray\1369.png datasets\buildings\edge\1369.png
datasets\buildings\image\5195.png datasets\buildings\label2_gray\5195.png datasets\buildings\edge\5195.png
datasets\buildings\image\3902.png datasets\buildings\label2_gray\3902.png datasets\buildings\edge\3902.png
datasets\buildings\image\4083.png datasets\buildings\label2_gray\4083.png datasets\buildings\edge\4083.png
datasets\buildings\image\4893.png datasets\buildings\label2_gray\4893.png datasets\buildings\edge\4893.png
datasets\buildings\image\81.png datasets\buildings\label2_gray\81.png datasets\buildings\edge\81.png
datasets\buildings\image\1033.png datasets\buildings\label2_gray\1033.png datasets\buildings\edge\1033.png
datasets\buildings\image\5137.png datasets\buildings\label2_gray\5137.png datasets\buildings\edge\5137.png
datasets\buildings\image\672.png datasets\buildings\label2_gray\672.png datasets\buildings\edge\672.png
datasets\buildings\image\2822.png datasets\buildings\label2_gray\2822.png datasets\buildings\edge\2822.png
datasets\buildings\image\4867.png datasets\buildings\label2_gray\4867.png datasets\buildings\edge\4867.png
datasets\buildings\image\220.png datasets\buildings\label2_gray\220.png datasets\buildings\edge\220.png
datasets\buildings\image\376.png datasets\buildings\label2_gray\376.png datasets\buildings\edge\376.png
datasets\buildings\image\2990.png datasets\buildings\label2_gray\2990.png datasets\buildings\edge\2990.png
datasets\buildings\image\3167.png datasets\buildings\label2_gray\3167.png datasets\buildings\edge\3167.png
datasets\buildings\image\2505.png datasets\buildings\label2_gray\2505.png datasets\buildings\edge\2505.png
datasets\buildings\image\5388.png datasets\buildings\label2_gray\5388.png datasets\buildings\edge\5388.png
datasets\buildings\image\4013.png datasets\buildings\label2_gray\4013.png datasets\buildings\edge\4013.png
datasets\buildings\image\1743.png datasets\buildings\label2_gray\1743.png datasets\buildings\edge\1743.png
datasets\buildings\image\5421.png datasets\buildings\label2_gray\5421.png datasets\buildings\edge\5421.png
datasets\buildings\image\2060.png datasets\buildings\label2_gray\2060.png datasets\buildings\edge\2060.png
datasets\buildings\image\3280.png datasets\buildings\label2_gray\3280.png datasets\buildings\edge\3280.png
datasets\buildings\image\5540.png datasets\buildings\label2_gray\5540.png datasets\buildings\edge\5540.png
datasets\buildings\image\4378.png datasets\buildings\label2_gray\4378.png datasets\buildings\edge\4378.png
datasets\buildings\image\798.png datasets\buildings\label2_gray\798.png datasets\buildings\edge\798.png
datasets\buildings\image\5936.png datasets\buildings\label2_gray\5936.png datasets\buildings\edge\5936.png
datasets\buildings\image\1988.png datasets\buildings\label2_gray\1988.png datasets\buildings\edge\1988.png
datasets\buildings\image\1158.png datasets\buildings\label2_gray\1158.png datasets\buildings\edge\1158.png
datasets\buildings\image\448.png datasets\buildings\label2_gray\448.png datasets\buildings\edge\448.png
datasets\buildings\image\4070.png datasets\buildings\label2_gray\4070.png datasets\buildings\edge\4070.png
datasets\buildings\image\2768.png datasets\buildings\label2_gray\2768.png datasets\buildings\edge\2768.png
datasets\buildings\image\2647.png datasets\buildings\label2_gray\2647.png datasets\buildings\edge\2647.png
datasets\buildings\image\2433.png datasets\buildings\label2_gray\2433.png datasets\buildings\edge\2433.png
datasets\buildings\image\5503.png datasets\buildings\label2_gray\5503.png datasets\buildings\edge\5503.png
datasets\buildings\image\1722.png datasets\buildings\label2_gray\1722.png datasets\buildings\edge\1722.png
datasets\buildings\image\3628.png datasets\buildings\label2_gray\3628.png datasets\buildings\edge\3628.png
datasets\buildings\image\4065.png datasets\buildings\label2_gray\4065.png datasets\buildings\edge\4065.png
datasets\buildings\image\1061.png datasets\buildings\label2_gray\1061.png datasets\buildings\edge\1061.png
datasets\buildings\image\5684.png datasets\buildings\label2_gray\5684.png datasets\buildings\edge\5684.png
datasets\buildings\image\4768.png datasets\buildings\label2_gray\4768.png datasets\buildings\edge\4768.png
datasets\buildings\image\466.png datasets\buildings\label2_gray\466.png datasets\buildings\edge\466.png
datasets\buildings\image\1623.png datasets\buildings\label2_gray\1623.png datasets\buildings\edge\1623.png
datasets\buildings\image\4556.png datasets\buildings\label2_gray\4556.png datasets\buildings\edge\4556.png
datasets\buildings\image\3524.png datasets\buildings\label2_gray\3524.png datasets\buildings\edge\3524.png
datasets\buildings\image\2469.png datasets\buildings\label2_gray\2469.png datasets\buildings\edge\2469.png
datasets\buildings\image\2356.png datasets\buildings\label2_gray\2356.png datasets\buildings\edge\2356.png
datasets\buildings\image\1756.png datasets\buildings\label2_gray\1756.png datasets\buildings\edge\1756.png
datasets\buildings\image\203.png datasets\buildings\label2_gray\203.png datasets\buildings\edge\203.png
datasets\buildings\image\4877.png datasets\buildings\label2_gray\4877.png datasets\buildings\edge\4877.png
datasets\buildings\image\1801.png datasets\buildings\label2_gray\1801.png datasets\buildings\edge\1801.png
datasets\buildings\image\4018.png datasets\buildings\label2_gray\4018.png datasets\buildings\edge\4018.png
datasets\buildings\image\1810.png datasets\buildings\label2_gray\1810.png datasets\buildings\edge\1810.png
datasets\buildings\image\4837.png datasets\buildings\label2_gray\4837.png datasets\buildings\edge\4837.png
datasets\buildings\image\3924.png datasets\buildings\label2_gray\3924.png datasets\buildings\edge\3924.png
datasets\buildings\image\3764.png datasets\buildings\label2_gray\3764.png datasets\buildings\edge\3764.png
datasets\buildings\image\2105.png datasets\buildings\label2_gray\2105.png datasets\buildings\edge\2105.png
datasets\buildings\image\1028.png datasets\buildings\label2_gray\1028.png datasets\buildings\edge\1028.png
datasets\buildings\image\788.png datasets\buildings\label2_gray\788.png datasets\buildings\edge\788.png
datasets\buildings\image\4952.png datasets\buildings\label2_gray\4952.png datasets\buildings\edge\4952.png
datasets\buildings\image\1271.png datasets\buildings\label2_gray\1271.png datasets\buildings\edge\1271.png
datasets\buildings\image\582.png datasets\buildings\label2_gray\582.png datasets\buildings\edge\582.png
datasets\buildings\image\5116.png datasets\buildings\label2_gray\5116.png datasets\buildings\edge\5116.png
datasets\buildings\image\4445.png datasets\buildings\label2_gray\4445.png datasets\buildings\edge\4445.png
datasets\buildings\image\939.png datasets\buildings\label2_gray\939.png datasets\buildings\edge\939.png
datasets\buildings\image\167.png datasets\buildings\label2_gray\167.png datasets\buildings\edge\167.png
datasets\buildings\image\4468.png datasets\buildings\label2_gray\4468.png datasets\buildings\edge\4468.png
datasets\buildings\image\5050.png datasets\buildings\label2_gray\5050.png datasets\buildings\edge\5050.png
datasets\buildings\image\1625.png datasets\buildings\label2_gray\1625.png datasets\buildings\edge\1625.png
datasets\buildings\image\2610.png datasets\buildings\label2_gray\2610.png datasets\buildings\edge\2610.png
datasets\buildings\image\2471.png datasets\buildings\label2_gray\2471.png datasets\buildings\edge\2471.png
datasets\buildings\image\3946.png datasets\buildings\label2_gray\3946.png datasets\buildings\edge\3946.png
datasets\buildings\image\813.png datasets\buildings\label2_gray\813.png datasets\buildings\edge\813.png
datasets\buildings\image\2553.png datasets\buildings\label2_gray\2553.png datasets\buildings\edge\2553.png
datasets\buildings\image\2895.png datasets\buildings\label2_gray\2895.png datasets\buildings\edge\2895.png
datasets\buildings\image\1445.png datasets\buildings\label2_gray\1445.png datasets\buildings\edge\1445.png
datasets\buildings\image\2969.png datasets\buildings\label2_gray\2969.png datasets\buildings\edge\2969.png
datasets\buildings\image\1324.png datasets\buildings\label2_gray\1324.png datasets\buildings\edge\1324.png
datasets\buildings\image\2127.png datasets\buildings\label2_gray\2127.png datasets\buildings\edge\2127.png
datasets\buildings\image\4068.png datasets\buildings\label2_gray\4068.png datasets\buildings\edge\4068.png
datasets\buildings\image\5096.png datasets\buildings\label2_gray\5096.png datasets\buildings\edge\5096.png
datasets\buildings\image\5457.png datasets\buildings\label2_gray\5457.png datasets\buildings\edge\5457.png
datasets\buildings\image\3210.png datasets\buildings\label2_gray\3210.png datasets\buildings\edge\3210.png
datasets\buildings\image\1199.png datasets\buildings\label2_gray\1199.png datasets\buildings\edge\1199.png
datasets\buildings\image\3638.png datasets\buildings\label2_gray\3638.png datasets\buildings\edge\3638.png
datasets\buildings\image\2975.png datasets\buildings\label2_gray\2975.png datasets\buildings\edge\2975.png
datasets\buildings\image\5364.png datasets\buildings\label2_gray\5364.png datasets\buildings\edge\5364.png
datasets\buildings\image\5325.png datasets\buildings\label2_gray\5325.png datasets\buildings\edge\5325.png
datasets\buildings\image\5278.png datasets\buildings\label2_gray\5278.png datasets\buildings\edge\5278.png
datasets\buildings\image\3339.png datasets\buildings\label2_gray\3339.png datasets\buildings\edge\3339.png
datasets\buildings\image\3377.png datasets\buildings\label2_gray\3377.png datasets\buildings\edge\3377.png
datasets\buildings\image\4798.png datasets\buildings\label2_gray\4798.png datasets\buildings\edge\4798.png
datasets\buildings\image\2732.png datasets\buildings\label2_gray\2732.png datasets\buildings\edge\2732.png
datasets\buildings\image\4402.png datasets\buildings\label2_gray\4402.png datasets\buildings\edge\4402.png
datasets\buildings\image\1854.png datasets\buildings\label2_gray\1854.png datasets\buildings\edge\1854.png
datasets\buildings\image\2139.png datasets\buildings\label2_gray\2139.png datasets\buildings\edge\2139.png
datasets\buildings\image\2052.png datasets\buildings\label2_gray\2052.png datasets\buildings\edge\2052.png
datasets\buildings\image\5847.png datasets\buildings\label2_gray\5847.png datasets\buildings\edge\5847.png
datasets\buildings\image\2222.png datasets\buildings\label2_gray\2222.png datasets\buildings\edge\2222.png
datasets\buildings\image\1550.png datasets\buildings\label2_gray\1550.png datasets\buildings\edge\1550.png
datasets\buildings\image\5926.png datasets\buildings\label2_gray\5926.png datasets\buildings\edge\5926.png
datasets\buildings\image\3792.png datasets\buildings\label2_gray\3792.png datasets\buildings\edge\3792.png
datasets\buildings\image\5192.png datasets\buildings\label2_gray\5192.png datasets\buildings\edge\5192.png
datasets\buildings\image\1766.png datasets\buildings\label2_gray\1766.png datasets\buildings\edge\1766.png
datasets\buildings\image\1824.png datasets\buildings\label2_gray\1824.png datasets\buildings\edge\1824.png
datasets\buildings\image\2642.png datasets\buildings\label2_gray\2642.png datasets\buildings\edge\2642.png
datasets\buildings\image\1081.png datasets\buildings\label2_gray\1081.png datasets\buildings\edge\1081.png
datasets\buildings\image\2097.png datasets\buildings\label2_gray\2097.png datasets\buildings\edge\2097.png
datasets\buildings\image\1280.png datasets\buildings\label2_gray\1280.png datasets\buildings\edge\1280.png
datasets\buildings\image\497.png datasets\buildings\label2_gray\497.png datasets\buildings\edge\497.png
datasets\buildings\image\641.png datasets\buildings\label2_gray\641.png datasets\buildings\edge\641.png
datasets\buildings\image\1051.png datasets\buildings\label2_gray\1051.png datasets\buildings\edge\1051.png
datasets\buildings\image\344.png datasets\buildings\label2_gray\344.png datasets\buildings\edge\344.png
datasets\buildings\image\4475.png datasets\buildings\label2_gray\4475.png datasets\buildings\edge\4475.png
datasets\buildings\image\5407.png datasets\buildings\label2_gray\5407.png datasets\buildings\edge\5407.png
datasets\buildings\image\5328.png datasets\buildings\label2_gray\5328.png datasets\buildings\edge\5328.png
datasets\buildings\image\1690.png datasets\buildings\label2_gray\1690.png datasets\buildings\edge\1690.png
datasets\buildings\image\2443.png datasets\buildings\label2_gray\2443.png datasets\buildings\edge\2443.png
